match_id,innings,batting_team,batsman,runs,balls,fours,sixes,strikeRate,isOut,wicketType,fielders,bowler
1450692,2,United Arab Emirates,A Sharma,30,44,2,1,68.18,Yes,bowled,,JN Loftie-Eaton
1450692,2,United Arab Emirates,Waseem Muhammad,19,32,3,0,59.38,Yes,caught,,JN Loftie-Eaton
1450692,2,United Arab Emirates,A Sharafu,30,43,4,1,69.77,Yes,caught,,JN Loftie-Eaton
1450692,2,United Arab Emirates,V Sukumaran,97,93,8,5,104.30,Yes,caught,,JN Loftie-Eaton
1450692,2,United Arab Emirates,Asif Khan,2,6,0,0,33.33,Yes,bowled,,JN Loftie-Eaton
1450692,2,United Arab Emirates,R Chopra,8,14,1,0,57.14,Yes,lbw,,JN Loftie-Eaton
1450692,2,United Arab Emirates,Basil Hameed,71,48,6,4,147.92,Yes,caught,,JN Loftie-Eaton
1450692,2,United Arab Emirates,Ali Naseer,38,21,2,3,180.95,No,,,JN Loftie-Eaton
1450692,2,United Arab Emirates,RN Bhatia,1,6,0,0,16.67,Yes,bowled,,JN Loftie-Eaton
1450692,2,United Arab Emirates,Junaid Siddique,0,1,0,0,0.00,Yes,caught and bowled,,JN Loftie-Eaton
1450692,2,United Arab Emirates,Muhammad Jawadullah,0,1,0,0,0.00,No,,,JN Loftie-Eaton
1450692,2,United Arab Emirates,Namibia,0,0,0,0,0.00,DNB,,,
1450692,2,United Arab Emirates,United Arab Emirates,0,0,0,0,0.00,DNB,,,
1450693,2,United States of America,M van Lingen,67,44,12,2,152.27,Yes,caught,,T Lungameni
1450693,2,United States of America,JP Kotze,0,5,0,0,0.00,Yes,lbw,,T Lungameni
1450693,2,United States of America,ZE Green,17,30,3,0,56.67,Yes,bowled,,T Lungameni
1450693,2,United States of America,MG Erasmus,14,35,0,0,40.00,Yes,lbw,,T Lungameni
1450693,2,United States of America,MB Kruger,1,6,0,0,16.67,Yes,lbw,,T Lungameni
1450693,2,United States of America,JJ Smit,60,87,3,3,68.97,No,,,T Lungameni
1450693,2,United States of America,JN Loftie-Eaton,49,50,4,3,98.00,Yes,caught,,T Lungameni
1450693,2,United States of America,DO Leicher,32,31,2,2,103.23,Yes,run out,,T Lungameni
1450693,2,United States of America,BM Scholtz,31,19,1,2,163.16,Yes,run out,,T Lungameni
1450693,2,United States of America,PD Blignaut,0,0,0,0,0.00,No,,,T Lungameni
1450693,2,United States of America,T Lungameni,1,1,0,0,100.00,No,,,T Lungameni
1450693,2,United States of America,SK Patel,9,24,1,0,37.50,Yes,caught,,T Lungameni
1450693,2,United States of America,AGS Gous,81,68,6,5,119.12,Yes,caught,,T Lungameni
1450693,2,United States of America,MD Patel,31,44,1,1,70.45,Yes,caught,,T Lungameni
1450693,2,United States of America,SR Mukkamalla,79,74,4,3,106.76,No,,,T Lungameni
1450693,2,United States of America,Milind Kumar,74,67,5,5,110.45,No,,,T Lungameni
1450693,2,United States of America,United States of America,0,0,0,0,0.00,DNB,,,
1450693,2,United States of America,Namibia,0,0,0,0,0.00,DNB,,,
1450694,2,United Arab Emirates,SK Patel,48,59,7,0,81.36,Yes,lbw,,Jasdeep Singh
1450694,2,United Arab Emirates,AGS Gous,5,9,1,0,55.56,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,MD Patel,5,11,0,0,45.45,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,SR Mukkamalla,107,100,15,1,107.00,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,Milind Kumar,155,113,16,5,137.17,No,,,Jasdeep Singh
1450694,2,United Arab Emirates,Shayan Jahangir,12,14,1,0,85.71,No,,,Jasdeep Singh
1450694,2,United Arab Emirates,A Sharma,11,16,2,0,68.75,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,Waseem Muhammad,12,11,1,1,109.09,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,V Sukumaran,7,13,1,0,53.85,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,Asif Khan,51,49,7,1,104.08,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,R Chopra,52,44,7,1,118.18,Yes,lbw,,Jasdeep Singh
1450694,2,United Arab Emirates,Basil Hameed,50,46,3,4,108.70,No,,,Jasdeep Singh
1450694,2,United Arab Emirates,Ali Naseer,0,4,0,0,0.00,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,Aayan Afzal Khan,10,26,0,0,38.46,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,RN Bhatia,3,7,0,0,42.86,Yes,stumped,,Jasdeep Singh
1450694,2,United Arab Emirates,Junaid Siddique,0,1,0,0,0.00,Yes,caught and bowled,,Jasdeep Singh
1450694,2,United Arab Emirates,Omid Shafi Rahman,1,5,0,0,20.00,Yes,caught,,Jasdeep Singh
1450694,2,United Arab Emirates,United States of America,0,0,0,0,0.00,DNB,,,
1450694,2,United Arab Emirates,United Arab Emirates,0,0,0,0,0.00,DNB,,,
1450695,2,Namibia,A Sharafu,31,27,6,0,114.81,Yes,caught,,Junaid Siddique
1450695,2,Namibia,A Sharma,0,2,0,0,0.00,Yes,lbw,,Junaid Siddique
1450695,2,Namibia,Waseem Muhammad,1,4,0,0,25.00,Yes,caught,,Junaid Siddique
1450695,2,Namibia,V Sukumaran,30,45,3,1,66.67,Yes,lbw,,Junaid Siddique
1450695,2,Namibia,Asif Khan,26,63,3,0,41.27,Yes,caught,,Junaid Siddique
1450695,2,Namibia,R Chopra,9,22,0,0,40.91,Yes,caught,,Junaid Siddique
1450695,2,Namibia,Basil Hameed,13,15,1,1,86.67,Yes,caught,,Junaid Siddique
1450695,2,Namibia,Ali Naseer,61,65,7,2,93.85,Yes,caught,,Junaid Siddique
1450695,2,Namibia,Muhammad Farooq,4,10,1,0,40.00,Yes,caught,,Junaid Siddique
1450695,2,Namibia,Junaid Siddique,7,13,0,1,53.85,Yes,caught,,Junaid Siddique
1450695,2,Namibia,Omid Shafi Rahman,0,2,0,0,0.00,No,,,Junaid Siddique
1450695,2,Namibia,M van Lingen,67,44,12,2,152.27,Yes,bowled,,Junaid Siddique
1450695,2,Namibia,JP Kotze,40,63,6,0,63.49,Yes,caught,,Junaid Siddique
1450695,2,Namibia,MG Erasmus,59,48,6,3,122.92,No,,,Junaid Siddique
1450695,2,Namibia,ZE Green,21,21,3,0,100.00,No,,,Junaid Siddique
1450695,2,Namibia,Namibia,0,0,0,0,0.00,DNB,,,
1450695,2,Namibia,United Arab Emirates,0,0,0,0,0.00,DNB,,,
1450696,2,Nepal,A Johnson,10,17,2,0,58.82,Yes,caught and bowled,,Akhil Kumar
1450696,2,Nepal,NS Dhaliwal,48,95,4,0,50.53,Yes,caught,,Akhil Kumar
1450696,2,Nepal,Pargat Singh,17,36,0,1,47.22,Yes,lbw,,Akhil Kumar
1450696,2,Nepal,H Thaker,27,64,1,0,42.19,No,,,Akhil Kumar
1450696,2,Nepal,NR Kirton,73,44,3,6,165.91,Yes,run out,,Akhil Kumar
1450696,2,Nepal,S Movva,4,6,0,0,66.67,Yes,caught,,Akhil Kumar
1450696,2,Nepal,D Heyliger,30,27,2,2,111.11,Yes,caught,,Akhil Kumar
1450696,2,Nepal,Saad Bin Zafar,17,13,1,0,130.77,Yes,caught,,Akhil Kumar
1450696,2,Nepal,Kaleem Sana,10,8,0,1,125.00,Yes,caught,,Akhil Kumar
1450696,2,Nepal,Akhil Kumar,0,1,0,0,0.00,No,,,Akhil Kumar
1450696,2,Nepal,K Bhurtel,1,10,0,0,10.00,Yes,lbw,,Akhil Kumar
1450696,2,Nepal,Aasif Sheikh,20,32,3,0,62.50,Yes,caught,,Akhil Kumar
1450696,2,Nepal,B Sharki,18,31,2,0,58.06,Yes,lbw,,Akhil Kumar
1450696,2,Nepal,RK Paudel,5,6,1,0,83.33,Yes,caught,,Akhil Kumar
1450696,2,Nepal,Kushal Malla,12,43,0,0,27.91,Yes,caught,,Akhil Kumar
1450696,2,Nepal,DS Airee,8,10,0,0,80.00,Yes,caught,,Akhil Kumar
1450696,2,Nepal,Sompal Kami,6,26,0,0,23.08,Yes,lbw,,Akhil Kumar
1450696,2,Nepal,S Lamichhane,22,17,1,2,129.41,Yes,bowled,,Akhil Kumar
1450696,2,Nepal,Gulsan Jha,15,28,1,0,53.57,Yes,lbw,,Akhil Kumar
1450696,2,Nepal,Karan KC,27,24,2,2,112.50,Yes,caught,,Akhil Kumar
1450696,2,Nepal,LN Rajbanshi,0,23,0,0,0.00,No,,,Akhil Kumar
1450696,2,Nepal,Canada,0,0,0,0,0.00,DNB,,,
1450696,2,Nepal,Nepal,0,0,0,0,0.00,DNB,,,
1450697,2,Oman,A Saud,5,12,1,0,41.67,Yes,caught,,Sompal Kami
1450697,2,Oman,Aasif Sheikh,11,28,2,0,39.29,Yes,caught,,Sompal Kami
1450697,2,Oman,B Sharki,11,32,1,0,34.38,Yes,caught,,Sompal Kami
1450697,2,Oman,RK Paudel,60,75,2,4,80.00,Yes,caught,,Sompal Kami
1450697,2,Oman,Aarif Sheikh,35,89,1,0,39.33,Yes,caught,,Sompal Kami
1450697,2,Oman,Gulsan Jha,53,35,3,5,151.43,Yes,caught,,Sompal Kami
1450697,2,Oman,AK Sah,3,10,0,0,30.00,Yes,caught,,Sompal Kami
1450697,2,Oman,S Lamichhane,11,15,0,0,73.33,No,,,Sompal Kami
1450697,2,Oman,Karan KC,1,3,0,0,33.33,Yes,bowled,,Sompal Kami
1450697,2,Oman,Sompal Kami,20,8,0,2,250.00,Yes,run out,,Sompal Kami
1450697,2,Oman,KH Prajapati,36,52,4,0,69.23,Yes,caught,,Sompal Kami
1450697,2,Oman,Jatinder Singh,41,49,3,1,83.67,Yes,lbw,,Sompal Kami
1450697,2,Oman,Aqib Ilyas,29,33,5,0,87.88,Yes,caught,,Sompal Kami
1450697,2,Oman,PS Athavale,26,38,3,0,68.42,Yes,caught,,Sompal Kami
1450697,2,Oman,Ayan Khan,9,13,2,0,69.23,Yes,caught,,Sompal Kami
1450697,2,Oman,Khalid Kail,17,21,3,0,80.95,Yes,caught,,Sompal Kami
1450697,2,Oman,Shoaib Khan,26,26,4,0,100.00,Yes,caught,,Sompal Kami
1450697,2,Oman,Fayyaz Butt,8,25,0,0,32.00,Yes,caught,,Sompal Kami
1450697,2,Oman,Shakeel Ahmed,17,25,3,0,68.00,No,,,Sompal Kami
1450697,2,Oman,Jay Odedra,5,12,0,0,41.67,Yes,caught,,Sompal Kami
1450697,2,Oman,Kaleemullah,6,8,1,0,75.00,No,,,Sompal Kami
1450697,2,Oman,Oman,0,0,0,0,0.00,DNB,,,
1450697,2,Oman,Nepal,0,0,0,0,0.00,DNB,,,
1450698,2,Oman,A Johnson,0,1,0,0,0.00,Yes,caught,,D Heyliger
1450698,2,Oman,NS Dhaliwal,2,21,0,0,9.52,Yes,lbw,,D Heyliger
1450698,2,Oman,Pargat Singh,42,79,4,2,53.16,Yes,caught,,D Heyliger
1450698,2,Oman,H Thaker,93,106,4,4,87.74,Yes,caught,,D Heyliger
1450698,2,Oman,NR Kirton,57,51,2,4,111.76,Yes,caught and bowled,,D Heyliger
1450698,2,Oman,S Movva,3,8,0,0,37.50,Yes,lbw,,D Heyliger
1450698,2,Oman,Saad Bin Zafar,22,15,4,0,146.67,Yes,lbw,,D Heyliger
1450698,2,Oman,D Heyliger,37,15,1,4,246.67,Yes,run out,,D Heyliger
1450698,2,Oman,Kaleem Sana,4,11,0,0,36.36,No,,,D Heyliger
1450698,2,Oman,Akhil Kumar,0,0,0,0,0.00,No,,,D Heyliger
1450698,2,Oman,KH Prajapati,0,6,0,0,0.00,Yes,caught,,D Heyliger
1450698,2,Oman,Jatinder Singh,5,13,1,0,38.46,Yes,caught,,D Heyliger
1450698,2,Oman,Aqib Ilyas,10,12,2,0,83.33,Yes,caught,,D Heyliger
1450698,2,Oman,Zeeshan Maqsood,27,36,4,0,75.00,Yes,lbw,,D Heyliger
1450698,2,Oman,PS Athavale,0,4,0,0,0.00,Yes,caught,,D Heyliger
1450698,2,Oman,Ayan Khan,30,49,2,1,61.22,Yes,caught,,D Heyliger
1450698,2,Oman,Shoaib Khan,24,30,3,0,80.00,Yes,lbw,,D Heyliger
1450698,2,Oman,Mehran Khan,37,41,2,3,90.24,Yes,caught,,D Heyliger
1450698,2,Oman,Fayyaz Butt,44,53,5,1,83.02,Yes,caught,,D Heyliger
1450698,2,Oman,Shakeel Ahmed,21,44,0,0,47.73,No,,,D Heyliger
1450698,2,Oman,Kaleemullah,0,2,0,0,0.00,Yes,caught,,D Heyliger
1450698,2,Oman,Oman,0,0,0,0,0.00,DNB,,,
1450698,2,Oman,Canada,0,0,0,0,0.00,DNB,,,
1450699,2,Canada,A Saud,10,28,1,0,35.71,Yes,caught,,LN Rajbanshi
1450699,2,Canada,Aasif Sheikh,2,14,0,0,14.29,Yes,bowled,,LN Rajbanshi
1450699,2,Canada,B Sharki,4,8,0,0,50.00,Yes,caught,,LN Rajbanshi
1450699,2,Canada,RK Paudel,4,14,1,0,28.57,Yes,run out,,LN Rajbanshi
1450699,2,Canada,Aarif Sheikh,10,35,0,0,28.57,Yes,caught,,LN Rajbanshi
1450699,2,Canada,AK Sah,1,5,0,0,20.00,Yes,caught,,LN Rajbanshi
1450699,2,Canada,Gulsan Jha,34,59,2,2,57.63,Yes,caught,,LN Rajbanshi
1450699,2,Canada,Sompal Kami,21,50,2,0,42.00,Yes,lbw,,LN Rajbanshi
1450699,2,Canada,S Lamichhane,49,48,5,1,102.08,Yes,caught,,LN Rajbanshi
1450699,2,Canada,Karan KC,24,29,2,1,82.76,Yes,caught,,LN Rajbanshi
1450699,2,Canada,LN Rajbanshi,0,2,0,0,0.00,No,,,LN Rajbanshi
1450699,2,Canada,A Johnson,0,12,0,0,0.00,Yes,caught,,LN Rajbanshi
1450699,2,Canada,NS Dhaliwal,87,113,8,4,76.99,Yes,caught,,LN Rajbanshi
1450699,2,Canada,Pargat Singh,64,85,7,2,75.29,Yes,caught,,LN Rajbanshi
1450699,2,Canada,H Thaker,13,24,1,0,54.17,Yes,bowled,,LN Rajbanshi
1450699,2,Canada,Akhil Kumar,2,10,0,0,20.00,Yes,caught,,LN Rajbanshi
1450699,2,Canada,NR Kirton,11,8,1,1,137.50,No,,,LN Rajbanshi
1450699,2,Canada,S Movva,2,5,0,0,40.00,No,,,LN Rajbanshi
1450699,2,Canada,Canada,0,0,0,0,0.00,DNB,,,
1450699,2,Canada,Nepal,0,0,0,0,0.00,DNB,,,
1450701,2,Canada,KH Prajapati,52,102,3,0,50.98,Yes,caught,,Fayyaz Butt
1450701,2,Canada,Jatinder Singh,7,17,1,0,41.18,No,,,Fayyaz Butt
1450701,2,Canada,Aqib Ilyas,61,101,4,2,60.40,Yes,caught,,Fayyaz Butt
1450701,2,Canada,Shoaib Khan,9,7,0,1,128.57,Yes,caught,,Fayyaz Butt
1450701,2,Canada,Zeeshan Maqsood,3,8,0,0,37.50,No,,,Fayyaz Butt
1450701,2,Canada,PS Athavale,7,19,0,0,36.84,Yes,caught,,Fayyaz Butt
1450701,2,Canada,Ayan Khan,1,10,0,0,10.00,Yes,caught,,Fayyaz Butt
1450701,2,Canada,Mehran Khan,12,13,0,1,92.31,Yes,caught,,Fayyaz Butt
1450701,2,Canada,Fayyaz Butt,3,5,0,0,60.00,No,,,Fayyaz Butt
1450701,2,Canada,Shakeel Ahmed,29,25,1,2,116.00,No,,,Fayyaz Butt
1450701,2,Canada,NS Dhaliwal,25,61,2,0,40.98,Yes,bowled,,Fayyaz Butt
1450701,2,Canada,A Johnson,31,27,2,3,114.81,Yes,caught,,Fayyaz Butt
1450701,2,Canada,Pargat Singh,83,98,9,1,84.69,Yes,bowled,,Fayyaz Butt
1450701,2,Canada,H Thaker,10,27,1,0,37.04,Yes,lbw,,Fayyaz Butt
1450701,2,Canada,NR Kirton,4,5,1,0,80.00,Yes,caught,,Fayyaz Butt
1450701,2,Canada,S Movva,36,61,1,0,59.02,No,,,Fayyaz Butt
1450701,2,Canada,Saad Bin Zafar,0,1,0,0,0.00,No,,,Fayyaz Butt
1450701,2,Canada,Oman,0,0,0,0,0.00,DNB,,,
1450701,2,Canada,Canada,0,0,0,0,0.00,DNB,,,
1450702,2,Scotland,SJ Modani,8,16,0,0,50.00,Yes,caught,,NP Kenjige
1450702,2,Scotland,AGS Gous,5,10,1,0,50.00,Yes,lbw,,NP Kenjige
1450702,2,Scotland,MD Patel,0,6,0,0,0.00,Yes,bowled,,NP Kenjige
1450702,2,Scotland,SR Mukkamalla,0,5,0,0,0.00,Yes,bowled,,NP Kenjige
1450702,2,Scotland,Milind Kumar,5,23,0,0,21.74,Yes,caught,,NP Kenjige
1450702,2,Scotland,Shayan Jahangir,0,1,0,0,0.00,Yes,lbw,,NP Kenjige
1450702,2,Scotland,Harmeet Singh,22,28,3,0,78.57,Yes,caught,,NP Kenjige
1450702,2,Scotland,SC van Schalkwyk,58,96,10,0,60.42,Yes,lbw,,NP Kenjige
1450702,2,Scotland,Jasdeep Singh,0,4,0,0,0.00,Yes,bowled,,NP Kenjige
1450702,2,Scotland,NP Kenjige,21,50,1,0,42.00,Yes,bowled,,NP Kenjige
1450702,2,Scotland,SN Netravalkar,0,5,0,0,0.00,No,,,NP Kenjige
1450702,2,Scotland,C Tear,43,70,3,0,61.43,No,,,NP Kenjige
1450702,2,Scotland,ARI Umeed,98,79,13,2,124.05,No,,,NP Kenjige
1450702,2,Scotland,United States of America,0,0,0,0,0.00,DNB,,,
1450702,2,Scotland,Scotland,0,0,0,0,0.00,DNB,,,
1450704,2,Nepal,C Tear,0,5,0,0,0.00,Yes,bowled,,BJ McMullen
1450704,2,Nepal,ARI Umeed,14,19,3,0,73.68,Yes,bowled,,BJ McMullen
1450704,2,Nepal,BJ McMullen,16,37,2,0,43.24,Yes,lbw,,BJ McMullen
1450704,2,Nepal,RD Berrington,19,45,2,0,42.22,Yes,caught,,BJ McMullen
1450704,2,Nepal,MA Jones,19,29,2,0,65.52,Yes,caught,,BJ McMullen
1450704,2,Nepal,MH Cross,15,36,0,0,41.67,Yes,lbw,,BJ McMullen
1450704,2,Nepal,MA Leask,14,17,2,0,82.35,Yes,lbw,,BJ McMullen
1450704,2,Nepal,MRJ Watt,34,41,0,3,82.93,Yes,bowled,,BJ McMullen
1450704,2,Nepal,J Jarvis,0,8,0,0,0.00,Yes,caught,,BJ McMullen
1450704,2,Nepal,BTJ Wheal,9,11,1,0,81.82,Yes,caught,,BJ McMullen
1450704,2,Nepal,BJ Currie,1,8,0,0,12.50,No,,,BJ McMullen
1450704,2,Nepal,AK Sah,13,21,0,1,61.90,Yes,lbw,,BJ McMullen
1450704,2,Nepal,Aasif Sheikh,21,34,1,0,61.76,Yes,bowled,,BJ McMullen
1450704,2,Nepal,Kushal Malla,7,18,0,0,38.89,Yes,lbw,,BJ McMullen
1450704,2,Nepal,K Bhurtel,25,35,2,0,71.43,Yes,lbw,,BJ McMullen
1450704,2,Nepal,RK Paudel,1,3,0,0,33.33,Yes,caught,,BJ McMullen
1450704,2,Nepal,Aarif Sheikh,51,43,8,0,118.60,No,,,BJ McMullen
1450704,2,Nepal,Gulsan Jha,25,32,3,1,78.12,No,,,BJ McMullen
1450704,2,Nepal,Scotland,0,0,0,0,0.00,DNB,,,
1450704,2,Nepal,Nepal,0,0,0,0,0.00,DNB,,,
1450705,2,United States of America,C Tear,51,89,2,1,57.30,Yes,caught and bowled,,J Jarvis
1450705,2,United States of America,ARI Umeed,18,18,2,1,100.00,Yes,caught,,J Jarvis
1450705,2,United States of America,BJ McMullen,151,143,11,6,105.59,Yes,bowled,,J Jarvis
1450705,2,United States of America,RD Berrington,26,29,2,1,89.66,Yes,caught,,J Jarvis
1450705,2,United States of America,MA Jones,12,13,1,0,92.31,Yes,caught,,J Jarvis
1450705,2,United States of America,MA Leask,33,12,0,4,275.00,No,,,J Jarvis
1450705,2,United States of America,MRJ Watt,5,2,1,0,250.00,No,,,J Jarvis
1450705,2,United States of America,SJ Modani,25,46,3,0,54.35,Yes,caught,,J Jarvis
1450705,2,United States of America,Shayan Jahangir,9,14,2,0,64.29,Yes,bowled,,J Jarvis
1450705,2,United States of America,SC van Schalkwyk,0,3,0,0,0.00,Yes,lbw,,J Jarvis
1450705,2,United States of America,MD Patel,52,46,7,0,113.04,Yes,caught,,J Jarvis
1450705,2,United States of America,SR Mukkamalla,10,16,0,0,62.50,Yes,bowled,,J Jarvis
1450705,2,United States of America,SP Krishnamurthi,49,54,7,0,90.74,Yes,caught,,J Jarvis
1450705,2,United States of America,Utkarsh Srivastava,67,65,6,1,103.08,Yes,caught,,J Jarvis
1450705,2,United States of America,Harmeet Singh,14,14,1,1,100.00,Yes,stumped,,J Jarvis
1450705,2,United States of America,Jasdeep Singh,1,5,0,0,20.00,Yes,caught,,J Jarvis
1450705,2,United States of America,NP Kenjige,2,2,0,0,100.00,No,,,J Jarvis
1450705,2,United States of America,SN Netravalkar,4,5,1,0,80.00,Yes,bowled,,J Jarvis
1450705,2,United States of America,United States of America,0,0,0,0,0.00,DNB,,,
1450705,2,United States of America,Scotland,0,0,0,0,0.00,DNB,,,
1450706,2,Nepal,Shayan Jahangir,10,24,1,0,41.67,Yes,caught and bowled,,SN Netravalkar
1450706,2,Nepal,MD Patel,67,84,5,1,79.76,Yes,caught,,SN Netravalkar
1450706,2,Nepal,Aaron Jones,26,20,5,0,130.00,Yes,caught,,SN Netravalkar
1450706,2,Nepal,SR Mukkamalla,75,88,4,1,85.23,Yes,caught,,SN Netravalkar
1450706,2,Nepal,SP Krishnamurthi,15,22,2,0,68.18,Yes,caught,,SN Netravalkar
1450706,2,Nepal,Harmeet Singh,59,45,3,3,131.11,Yes,caught,,SN Netravalkar
1450706,2,Nepal,Utkarsh Srivastava,8,10,0,0,80.00,Yes,caught,,SN Netravalkar
1450706,2,Nepal,SC van Schalkwyk,7,12,0,0,58.33,Yes,caught,,SN Netravalkar
1450706,2,Nepal,Jasdeep Singh,0,0,0,0,0.00,No,,,SN Netravalkar
1450706,2,Nepal,AK Sah,52,80,4,1,65.00,Yes,caught,,SN Netravalkar
1450706,2,Nepal,Aasif Sheikh,6,4,1,0,150.00,Yes,bowled,,SN Netravalkar
1450706,2,Nepal,K Bhurtel,29,53,2,1,54.72,Yes,bowled,,SN Netravalkar
1450706,2,Nepal,Kushal Malla,33,54,1,1,61.11,Yes,caught,,SN Netravalkar
1450706,2,Nepal,RK Paudel,1,8,0,0,12.50,Yes,lbw,,SN Netravalkar
1450706,2,Nepal,Aarif Sheikh,21,13,0,2,161.54,Yes,caught,,SN Netravalkar
1450706,2,Nepal,DS Airee,31,39,1,1,79.49,Yes,caught and bowled,,SN Netravalkar
1450706,2,Nepal,Gulsan Jha,12,16,0,0,75.00,Yes,bowled,,SN Netravalkar
1450706,2,Nepal,Sompal Kami,46,27,4,2,170.37,Yes,caught,,SN Netravalkar
1450706,2,Nepal,S Lamichhane,2,3,0,0,66.67,Yes,caught,,SN Netravalkar
1450706,2,Nepal,Karan KC,5,5,1,0,100.00,No,,,SN Netravalkar
1450706,2,Nepal,United States of America,0,0,0,0,0.00,DNB,,,
1450706,2,Nepal,Nepal,0,0,0,0,0.00,DNB,,,
1450707,1,Nepal,AK Sah,10,21,2,0,47.62,Yes,lbw,,BJ McMullen
1450707,1,Nepal,Aasif Sheikh,9,15,2,0,60.00,No,,,BJ McMullen
1450707,1,Nepal,K Bhurtel,0,3,0,0,0.00,No,,,BJ McMullen
1450707,1,Nepal,Scotland,0,0,0,0,0.00,DNB,,,
1450707,1,Nepal,Nepal,0,0,0,0,0.00,DNB,,,
1451817,2,Sri Lanka,A Athanaze,10,20,0,0,50.00,Yes,stumped,,JNT Seales
1451817,2,Sri Lanka,BA King,14,27,2,0,51.85,Yes,bowled,,JNT Seales
1451817,2,Sri Lanka,KU Carty,37,58,1,1,63.79,Yes,caught,,JNT Seales
1451817,2,Sri Lanka,SD Hope,5,13,0,0,38.46,Yes,lbw,,JNT Seales
1451817,2,Sri Lanka,SE Rutherford,74,82,5,3,90.24,No,,,JNT Seales
1451817,2,Sri Lanka,RL Chase,33,34,4,0,97.06,No,,,JNT Seales
1451817,2,Sri Lanka,KNM Fernando,69,55,7,1,125.45,Yes,caught,,JNT Seales
1451817,2,Sri Lanka,WIA Fernando,5,7,1,0,71.43,Yes,caught,,JNT Seales
1451817,2,Sri Lanka,BKG Mendis,13,8,3,0,162.50,Yes,caught,,JNT Seales
1451817,2,Sri Lanka,S Samarawickrama,18,12,3,0,150.00,Yes,bowled,,JNT Seales
1451817,2,Sri Lanka,KIC Asalanka,77,72,8,3,106.94,Yes,lbw,,JNT Seales
1451817,2,Sri Lanka,J Liyanage,18,18,1,1,100.00,No,,,JNT Seales
1451817,2,Sri Lanka,PHKD Mendis,30,21,3,1,142.86,No,,,JNT Seales
1451817,2,Sri Lanka,West Indies,0,0,0,0,0.00,DNB,,,
1451817,2,Sri Lanka,Sri Lanka,0,0,0,0,0.00,DNB,,,
1451818,2,Sri Lanka,BA King,16,18,3,0,88.89,Yes,caught and bowled,,RL Chase
1451818,2,Sri Lanka,A Athanaze,1,3,0,0,33.33,Yes,bowled,,RL Chase
1451818,2,Sri Lanka,KU Carty,6,14,1,0,42.86,Yes,bowled,,RL Chase
1451818,2,Sri Lanka,SD Hope,5,6,0,0,83.33,Yes,bowled,,RL Chase
1451818,2,Sri Lanka,SE Rutherford,80,82,7,4,97.56,Yes,caught,,RL Chase
1451818,2,Sri Lanka,RL Chase,8,14,0,0,57.14,Yes,bowled,,RL Chase
1451818,2,Sri Lanka,R Shepherd,4,2,1,0,200.00,Yes,caught,,RL Chase
1451818,2,Sri Lanka,HR Walsh,1,7,0,0,14.29,Yes,bowled,,RL Chase
1451818,2,Sri Lanka,AS Joseph,1,4,0,0,25.00,Yes,bowled,,RL Chase
1451818,2,Sri Lanka,G Motie,50,63,6,0,79.37,No,,,RL Chase
1451818,2,Sri Lanka,JNT Seales,5,7,1,0,71.43,Yes,caught and bowled,,RL Chase
1451818,2,Sri Lanka,KNM Fernando,38,44,6,0,86.36,Yes,bowled,,RL Chase
1451818,2,Sri Lanka,WIA Fernando,9,12,1,0,75.00,Yes,caught,,RL Chase
1451818,2,Sri Lanka,BKG Mendis,3,13,0,0,23.08,Yes,bowled,,RL Chase
1451818,2,Sri Lanka,S Samarawickrama,38,51,6,0,74.51,Yes,caught,,RL Chase
1451818,2,Sri Lanka,KIC Asalanka,62,62,7,1,100.00,No,,,RL Chase
1451818,2,Sri Lanka,J Liyanage,24,34,2,1,70.59,Yes,run out,,RL Chase
1451818,2,Sri Lanka,PHKD Mendis,11,16,0,0,68.75,No,,,RL Chase
1451818,2,Sri Lanka,West Indies,0,0,0,0,0.00,DNB,,,
1451818,2,Sri Lanka,Sri Lanka,0,0,0,0,0.00,DNB,,,
1451819,2,West Indies,P Nissanka,56,62,8,1,90.32,Yes,run out,,AM Fernando
1451819,2,West Indies,WIA Fernando,34,51,4,1,66.67,Yes,caught and bowled,,AM Fernando
1451819,2,West Indies,BKG Mendis,56,22,9,1,254.55,No,,,AM Fernando
1451819,2,West Indies,KIC Asalanka,6,3,0,1,200.00,Yes,caught,,AM Fernando
1451819,2,West Indies,PHKD Mendis,0,1,0,0,0.00,No,,,AM Fernando
1451819,2,West Indies,BA King,16,20,2,0,80.00,Yes,caught,,AM Fernando
1451819,2,West Indies,E Lewis,102,61,9,4,167.21,No,,,AM Fernando
1451819,2,West Indies,SD Hope,22,29,0,1,75.86,Yes,caught,,AM Fernando
1451819,2,West Indies,SE Rutherford,50,26,4,3,192.31,No,,,AM Fernando
1451819,2,West Indies,West Indies,0,0,0,0,0.00,DNB,,,
