batter_name,batter,bat_team,opposition,venue,innings,batter_avg,batter_rpm,batter_sr,batter_bpm,batter_avg_last5,batter_sr_last5,batter_rpm_last5,batter_bpm_last5,bat_team_avg,batter_avg_opp,batter_sr_opp,batter_rpm_opp,batter_bpm_opp,bat_team_avg_opp,all_team_avg_opp,batter_avg_inn,batter_sr_inn,batter_rpm_inn,batter_bpm_inn,bat_team_avg_inn,all_team_avg_inn,batter_avg_ven,batter_sr_ven,batter_rpm_ven,batter_bpm_ven,bat_team_avg_ven,all_team_avg_ven
Azmatullah Omarzai,80247,Afghanistan,Bangladesh,Dubai International Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,22.3333,71.2766,13.4,1,197.2667,208.9087,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,Bangladesh,Dubai International Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,22.3333,71.2766,13.4,1,197.2667,208.9087,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,Bangladesh,National Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,22.3333,71.2766,13.4,1,197.2667,208.9087,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,Bangladesh,National Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,22.3333,71.2766,13.4,1,197.2667,208.9087,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,Bangladesh,Gaddafi Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,22.3333,71.2766,13.4,1,197.2667,208.9087,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,Bangladesh,Gaddafi Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,22.3333,71.2766,13.4,1,197.2667,208.9087,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,Bangladesh,Rawalpindi Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,22.3333,71.2766,13.4,1,197.2667,208.9087,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,Bangladesh,Rawalpindi Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,22.3333,71.2766,13.4,1,197.2667,208.9087,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,England,Dubai International Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,168.5,208.2974,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,England,Dubai International Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,168.5,208.2974,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,England,National Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,168.5,208.2974,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,England,National Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,168.5,208.2974,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,England,Gaddafi Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,168.5,208.2974,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,England,Gaddafi Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,168.5,208.2974,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,England,Rawalpindi Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,168.5,208.2974,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,England,Rawalpindi Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,168.5,208.2974,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,South Africa,Dubai International Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,90.3226,0,0,118,202.4393,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,South Africa,Dubai International Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,90.3226,0,0,118,202.4393,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,South Africa,National Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,90.3226,0,0,118,202.4393,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,South Africa,National Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,90.3226,0,0,118,202.4393,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,South Africa,Gaddafi Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,90.3226,0,0,118,202.4393,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,South Africa,Gaddafi Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,90.3226,0,0,118,202.4393,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,South Africa,Rawalpindi Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,90.3226,0,0,118,202.4393,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,South Africa,Rawalpindi Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,90.3226,0,0,118,202.4393,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Dubai International Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,168,202.8598,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Dubai International Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,168,202.8598,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,New Zealand,National Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,168,202.8598,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,New Zealand,National Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,168,202.8598,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Gaddafi Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,168,202.8598,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Gaddafi Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,168,202.8598,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Rawalpindi Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,168,202.8598,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Rawalpindi Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,168,202.8598,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,Australia,Dubai International Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,9,56.25,9,1,167.3333,199.8028,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,Australia,Dubai International Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,9,56.25,9,1,167.3333,199.8028,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,Australia,National Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,9,56.25,9,1,167.3333,199.8028,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,Australia,National Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,9,56.25,9,1,167.3333,199.8028,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,Australia,Gaddafi Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,9,56.25,9,1,167.3333,199.8028,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,Australia,Gaddafi Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,9,56.25,9,1,167.3333,199.8028,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,Australia,Rawalpindi Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,9,56.25,9,1,167.3333,199.8028,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,Australia,Rawalpindi Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,9,56.25,9,1,167.3333,199.8028,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,India,Dubai International Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,195.3333,208.9463,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,India,Dubai International Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,195.3333,208.9463,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,India,National Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,195.3333,208.9463,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,India,National Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,195.3333,208.9463,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,India,Gaddafi Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,195.3333,208.9463,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,India,Gaddafi Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,195.3333,208.9463,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,India,Rawalpindi Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,195.3333,208.9463,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,India,Rawalpindi Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,2,20,2,0,195.3333,208.9463,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Dubai International Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,190.5714,198.113,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Dubai International Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,190.5714,198.113,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,200.5,387.6491
Azmatullah Omarzai,80247,Afghanistan,Pakistan,National Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,190.5714,198.113,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,Pakistan,National Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,190.5714,198.113,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,208,424.8923
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Gaddafi Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,190.5714,198.113,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Gaddafi Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,190.5714,198.113,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,225,440.4412
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Rawalpindi Cricket Stadium,1,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,190.5714,198.113,41.1111,88.0952,30.8333,3,216.9882,219.1707,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Rawalpindi Cricket Stadium,2,51.0714,27.5,96.8835,3.0769,107.3333,104.886,48.2,5.4,201.4329,28,133.3333,16,3,190.5714,198.113,85.5,109.6154,26.3077,3.3846,185.2308,187.3397,51.0714,96.8835,27.5,3.0769,201.4329,416.6
Fareed Ahmad,67750,Afghanistan,Bangladesh,Dubai International Cricket Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,0,0,0,0,197.2667,208.9087,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,200.5,387.6491
Fareed Ahmad,67750,Afghanistan,Bangladesh,Dubai International Cricket Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,0,0,0,0,197.2667,208.9087,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,200.5,387.6491
Fareed Ahmad,67750,Afghanistan,Bangladesh,National Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,0,0,0,0,197.2667,208.9087,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,208,424.8923
Fareed Ahmad,67750,Afghanistan,Bangladesh,National Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,0,0,0,0,197.2667,208.9087,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,208,424.8923
Fareed Ahmad,67750,Afghanistan,Bangladesh,Gaddafi Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,0,0,0,0,197.2667,208.9087,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,225,440.4412
Fareed Ahmad,67750,Afghanistan,Bangladesh,Gaddafi Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,0,0,0,0,197.2667,208.9087,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,225,440.4412
Fareed Ahmad,67750,Afghanistan,Bangladesh,Rawalpindi Cricket Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,0,0,0,0,197.2667,208.9087,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,201.4329,416.6
Fareed Ahmad,67750,Afghanistan,Bangladesh,Rawalpindi Cricket Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,0,0,0,0,197.2667,208.9087,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,201.4329,416.6
Fareed Ahmad,67750,Afghanistan,England,Dubai International Cricket Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168.5,208.2974,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,200.5,387.6491
Fareed Ahmad,67750,Afghanistan,England,Dubai International Cricket Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168.5,208.2974,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,200.5,387.6491
Fareed Ahmad,67750,Afghanistan,England,National Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168.5,208.2974,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,208,424.8923
Fareed Ahmad,67750,Afghanistan,England,National Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168.5,208.2974,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,208,424.8923
Fareed Ahmad,67750,Afghanistan,England,Gaddafi Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168.5,208.2974,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,225,440.4412
Fareed Ahmad,67750,Afghanistan,England,Gaddafi Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168.5,208.2974,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,225,440.4412
Fareed Ahmad,67750,Afghanistan,England,Rawalpindi Cricket Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168.5,208.2974,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,201.4329,416.6
Fareed Ahmad,67750,Afghanistan,England,Rawalpindi Cricket Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168.5,208.2974,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,201.4329,416.6
Fareed Ahmad,67750,Afghanistan,South Africa,Dubai International Cricket Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,118,202.4393,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,200.5,387.6491
Fareed Ahmad,67750,Afghanistan,South Africa,Dubai International Cricket Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,118,202.4393,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,200.5,387.6491
Fareed Ahmad,67750,Afghanistan,South Africa,National Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,118,202.4393,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,208,424.8923
Fareed Ahmad,67750,Afghanistan,South Africa,National Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,118,202.4393,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,208,424.8923
Fareed Ahmad,67750,Afghanistan,South Africa,Gaddafi Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,118,202.4393,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,225,440.4412
Fareed Ahmad,67750,Afghanistan,South Africa,Gaddafi Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,118,202.4393,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,225,440.4412
Fareed Ahmad,67750,Afghanistan,South Africa,Rawalpindi Cricket Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,118,202.4393,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,201.4329,416.6
Fareed Ahmad,67750,Afghanistan,South Africa,Rawalpindi Cricket Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,118,202.4393,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,201.4329,416.6
Fareed Ahmad,67750,Afghanistan,New Zealand,Dubai International Cricket Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168,202.8598,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,200.5,387.6491
Fareed Ahmad,67750,Afghanistan,New Zealand,Dubai International Cricket Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168,202.8598,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,200.5,387.6491
Fareed Ahmad,67750,Afghanistan,New Zealand,National Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168,202.8598,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,208,424.8923
Fareed Ahmad,67750,Afghanistan,New Zealand,National Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168,202.8598,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,208,424.8923
Fareed Ahmad,67750,Afghanistan,New Zealand,Gaddafi Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168,202.8598,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,225,440.4412
Fareed Ahmad,67750,Afghanistan,New Zealand,Gaddafi Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168,202.8598,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,225,440.4412
Fareed Ahmad,67750,Afghanistan,New Zealand,Rawalpindi Cricket Stadium,1,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168,202.8598,6,175,2.8,0.2,216.9882,219.1707,18.5,59.6774,2.4667,0.1333,201.4329,416.6
Fareed Ahmad,67750,Afghanistan,New Zealand,Rawalpindi Cricket Stadium,2,18.5,2.4667,59.6774,0.1333,18.5,64.9123,6,0.4,201.4329,18.5,59.6774,2.4667,0.1333,168,202.8598,11.5,42.5926,2.5556,0.1111,185.2308,187.3397,18.5,59.6774,2.4667,0.1333,201.4329,416.6
