bowler_name,bowler,bowl_team,opposition,venue,innings,bowler_avg,bowler_eco,bowler_sr,bowler_wpm,bowler_avg_last5,bowler_eco_last5,bowler_sr_last5,bowler_wpm_last5,bowling_fp,matchup_score,bowl_team_avg,bowler_avg_opp,bowler_eco_opp,bowler_sr_opp,bowler_wpm_opp,bowl_team_avg_opp,all_team_avg_opp,bowler_avg_inn,bowler_sr_inn,bowler_wpm_inn,bowler_eco_inn,bowl_team_avg_inn,all_team_avg_inn,bowler_avg_ven,bowler_sr_ven,bowler_wpm_ven,bowler_eco_ven,bowl_team_avg_ven,all_team_avg_ven
Azmatullah Omarzai,80247,Afghanistan,England,Gaddafi Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,365.6387665,249.0292764,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,England,Rawalpindi Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,365.6387665,249.0292764,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,England,Rawalpindi Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,365.6387665,249.0292764,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,South Africa,Dubai International Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,4.375,48,1,230.6338028,257.9193004,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,South Africa,Dubai International Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,4.375,48,1,230.6338028,257.9193004,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,South Africa,National Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,4.375,48,1,230.6338028,257.9193004,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,South Africa,National Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,4.375,48,1,230.6338028,257.9193004,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,South Africa,Gaddafi Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,4.375,48,1,230.6338028,257.9193004,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,South Africa,Gaddafi Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,4.375,48,1,230.6338028,257.9193004,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,South Africa,Rawalpindi Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,4.375,48,1,230.6338028,257.9193004,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,South Africa,Rawalpindi Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,4.375,48,1,230.6338028,257.9193004,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Dubai International Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,264.6627566,240.1556958,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Dubai International Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,264.6627566,240.1556958,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,New Zealand,National Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,264.6627566,240.1556958,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,New Zealand,National Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,264.6627566,240.1556958,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Gaddafi Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,264.6627566,240.1556958,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Gaddafi Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,264.6627566,240.1556958,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Rawalpindi Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,264.6627566,240.1556958,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,New Zealand,Rawalpindi Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,264.6627566,240.1556958,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,Australia,Dubai International Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,66,5.285714286,78,0,333.8289963,251.8100244,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,Australia,Dubai International Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,66,5.285714286,78,0,333.8289963,251.8100244,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,Australia,National Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,66,5.285714286,78,0,333.8289963,251.8100244,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,Australia,National Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,66,5.285714286,78,0,333.8289963,251.8100244,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,Australia,Gaddafi Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,66,5.285714286,78,0,333.8289963,251.8100244,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,Australia,Gaddafi Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,66,5.285714286,78,0,333.8289963,251.8100244,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,Australia,Rawalpindi Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,66,5.285714286,78,0,333.8289963,251.8100244,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,Australia,Rawalpindi Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,66,5.285714286,78,0,333.8289963,251.8100244,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,India,Dubai International Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,241.4578588,254.0280954,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,India,Dubai International Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,241.4578588,254.0280954,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,India,National Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,241.4578588,254.0280954,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,India,National Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,241.4578588,254.0280954,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,India,Gaddafi Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,241.4578588,254.0280954,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,India,Gaddafi Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,241.4578588,254.0280954,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,India,Rawalpindi Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,241.4578588,254.0280954,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,India,Rawalpindi Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35.5,6,42,0,241.4578588,254.0280954,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Dubai International Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,256.7771084,244.4123722,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Dubai International Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,256.7771084,244.4123722,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,178,205.4473684
Azmatullah Omarzai,80247,Afghanistan,Pakistan,National Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,256.7771084,244.4123722,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,Pakistan,National Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,256.7771084,244.4123722,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,225.7384615
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Gaddafi Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,256.7771084,244.4123722,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Gaddafi Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,256.7771084,244.4123722,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,334,236.0955882
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Rawalpindi Cricket Stadium,1,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,256.7771084,244.4123722,56.375,57.5,0.615384615,5.903141361,244.0014114,247.2220698,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Azmatullah Omarzai,80247,Afghanistan,Pakistan,Rawalpindi Cricket Stadium,2,45.05555556,5.817790531,46.55555556,0.692307692,39,6.290322581,37.2,1,16,0.197111348,240.1916471,35,2.727272727,48,0,256.7771084,244.4123722,43.42857143,45.42857143,0.583333333,5.735849057,235.5190296,236.4160325,45.05555556,46.55555556,0.692307692,5.817790531,240.1916471,223.36
Fareed Ahmad,67750,Afghanistan,Bangladesh,Dubai International Cricket Stadium,1,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,14.5,3.222222222,27,2,246.1371841,230.9638678,24.88235294,25.76470588,1.888888889,5.794520548,244.0014114,247.2220698,26.26086957,28.95652174,1.533333333,5.441441441,178,205.4473684
Fareed Ahmad,67750,Afghanistan,Bangladesh,Dubai International Cricket Stadium,2,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,14.5,3.222222222,27,2,246.1371841,230.9638678,25.5,43.5,0.8,3.517241379,235.5190296,236.4160325,26.26086957,28.95652174,1.533333333,5.441441441,178,205.4473684
Fareed Ahmad,67750,Afghanistan,Bangladesh,National Stadium,1,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,14.5,3.222222222,27,2,246.1371841,230.9638678,24.88235294,25.76470588,1.888888889,5.794520548,244.0014114,247.2220698,26.26086957,28.95652174,1.533333333,5.441441441,240.1916471,225.7384615
Fareed Ahmad,67750,Afghanistan,Bangladesh,National Stadium,2,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,14.5,3.222222222,27,2,246.1371841,230.9638678,25.5,43.5,0.8,3.517241379,235.5190296,236.4160325,26.26086957,28.95652174,1.533333333,5.441441441,240.1916471,225.7384615
Fareed Ahmad,67750,Afghanistan,Bangladesh,Gaddafi Stadium,1,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,14.5,3.222222222,27,2,246.1371841,230.9638678,24.88235294,25.76470588,1.888888889,5.794520548,244.0014114,247.2220698,26.26086957,28.95652174,1.533333333,5.441441441,334,236.0955882
Fareed Ahmad,67750,Afghanistan,Bangladesh,Gaddafi Stadium,2,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,14.5,3.222222222,27,2,246.1371841,230.9638678,25.5,43.5,0.8,3.517241379,235.5190296,236.4160325,26.26086957,28.95652174,1.533333333,5.441441441,334,236.0955882
Fareed Ahmad,67750,Afghanistan,Bangladesh,Rawalpindi Cricket Stadium,1,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,14.5,3.222222222,27,2,246.1371841,230.9638678,24.88235294,25.76470588,1.888888889,5.794520548,244.0014114,247.2220698,26.26086957,28.95652174,1.533333333,5.441441441,240.1916471,223.36
Fareed Ahmad,67750,Afghanistan,Bangladesh,Rawalpindi Cricket Stadium,2,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,14.5,3.222222222,27,2,246.1371841,230.9638678,25.5,43.5,0.8,3.517241379,235.5190296,236.4160325,26.26086957,28.95652174,1.533333333,5.441441441,240.1916471,223.36
Fareed Ahmad,67750,Afghanistan,England,Dubai International Cricket Stadium,1,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,26.26086957,5.441441441,28.95652174,1.533333333,365.6387665,249.0292764,24.88235294,25.76470588,1.888888889,5.794520548,244.0014114,247.2220698,26.26086957,28.95652174,1.533333333,5.441441441,178,205.4473684
Fareed Ahmad,67750,Afghanistan,England,Dubai International Cricket Stadium,2,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,26.26086957,5.441441441,28.95652174,1.533333333,365.6387665,249.0292764,25.5,43.5,0.8,3.517241379,235.5190296,236.4160325,26.26086957,28.95652174,1.533333333,5.441441441,178,205.4473684
Fareed Ahmad,67750,Afghanistan,England,National Stadium,1,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,26.26086957,5.441441441,28.95652174,1.533333333,365.6387665,249.0292764,24.88235294,25.76470588,1.888888889,5.794520548,244.0014114,247.2220698,26.26086957,28.95652174,1.533333333,5.441441441,240.1916471,225.7384615
Fareed Ahmad,67750,Afghanistan,England,National Stadium,2,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,26.26086957,5.441441441,28.95652174,1.533333333,365.6387665,249.0292764,25.5,43.5,0.8,3.517241379,235.5190296,236.4160325,26.26086957,28.95652174,1.533333333,5.441441441,240.1916471,225.7384615
Fareed Ahmad,67750,Afghanistan,England,Gaddafi Stadium,1,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,26.26086957,5.441441441,28.95652174,1.533333333,365.6387665,249.0292764,24.88235294,25.76470588,1.888888889,5.794520548,244.0014114,247.2220698,26.26086957,28.95652174,1.533333333,5.441441441,334,236.0955882
Fareed Ahmad,67750,Afghanistan,England,Gaddafi Stadium,2,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,26.26086957,5.441441441,28.95652174,1.533333333,365.6387665,249.0292764,25.5,43.5,0.8,3.517241379,235.5190296,236.4160325,26.26086957,28.95652174,1.533333333,5.441441441,334,236.0955882
Fareed Ahmad,67750,Afghanistan,England,Rawalpindi Cricket Stadium,1,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,26.26086957,5.441441441,28.95652174,1.533333333,365.6387665,249.0292764,24.88235294,25.76470588,1.888888889,5.794520548,244.0014114,247.2220698,26.26086957,28.95652174,1.533333333,5.441441441,240.1916471,223.36
Fareed Ahmad,67750,Afghanistan,England,Rawalpindi Cricket Stadium,2,26.26086957,5.441441441,28.95652174,1.533333333,32.625,7.054054054,27.75,1.6,3,0.457030246,240.1916471,26.26086957,5.441441441,28.95652174,1.533333333,365.6387665,249.0292764,25.5,43.5,0.8,3.517241379,235.5190296,236.4160325,26.26086957,28.95652174,1.533333333,5.441441441,240.1916471,223.36
