Match ID,innings,batting_team,striker,runs,balls,fours,sixes,strikeRate,isOut,wicketType,fielders,bowler
1450701,2,Canada,D Heyliger,,,,,,False,DNB,,
1450701,2,Canada,Parveen Kumar,,,,,,False,DNB,,
1450701,2,Canada,G Bajwa,,,,,,False,DNB,,
1450702,1,United States of America,AGS Gous,5.0,10.0,1.0,0.0,50.0,True,lbw,,BJ Currie
1450702,1,United States of America,Harmeet Singh,22.0,28.0,3.0,0.0,78.57,True,caught,,BTJ Wheal
1450702,1,United States of America,Jasdeep Singh,0.0,4.0,0.0,0.0,0.0,True,bowled,,BJ Currie
1450702,1,United States of America,MD Patel,0.0,6.0,0.0,0.0,0.0,True,bowled,,BJ McMullen
1450702,1,United States of America,Milind Kumar,5.0,23.0,0.0,0.0,21.74,True,caught,,BTJ Wheal
1450702,1,United States of America,NP Kenjige,21.0,50.0,1.0,0.0,42.0,True,bowled,,BJ McMullen
1450702,1,United States of America,SC van Schalkwyk,58.0,96.0,10.0,0.0,60.42,True,lbw,,MRJ Watt
1450702,1,United States of America,SJ Modani,8.0,16.0,0.0,0.0,50.0,True,caught,,BJ McMullen
1450702,1,United States of America,SN Netravalkar,0.0,5.0,0.0,0.0,0.0,False,not out,['-'],
1450702,1,United States of America,SR Mukkamalla,0.0,5.0,0.0,0.0,0.0,True,bowled,,BJ Currie
1450702,1,United States of America,Shayan Jahangir,0.0,1.0,0.0,0.0,0.0,True,lbw,,BJ Currie
1450702,2,Scotland,ARI Umeed,98.0,79.0,13.0,2.0,124.05,False,not out,['-'],
1450702,2,Scotland,C Tear,43.0,70.0,3.0,0.0,61.43,False,not out,['-'],
1450702,2,Scotland,BJ McMullen,,,,,,False,DNB,,
1450702,2,Scotland,RD Berrington,,,,,,False,DNB,,
1450702,2,Scotland,MA Jones,,,,,,False,DNB,,
1450702,2,Scotland,MH Cross,,,,,,False,DNB,,
1450702,2,Scotland,MA Leask,,,,,,False,DNB,,
1450702,2,Scotland,MRJ Watt,,,,,,False,DNB,,
1450702,2,Scotland,CB Sole,,,,,,False,DNB,,
1450702,2,Scotland,BTJ Wheal,,,,,,False,DNB,,
1450702,2,Scotland,BJ Currie,,,,,,False,DNB,,
1450704,1,Scotland,ARI Umeed,14.0,19.0,3.0,0.0,73.68,True,bowled,,Sompal Kami
1450704,1,Scotland,BJ Currie,1.0,8.0,0.0,0.0,12.5,False,not out,['-'],
1450704,1,Scotland,BJ McMullen,16.0,37.0,2.0,0.0,43.24,True,lbw,,S Lamichhane
1450704,1,Scotland,BTJ Wheal,9.0,11.0,1.0,0.0,81.82,True,caught,,S Lamichhane
1450704,1,Scotland,C Tear,0.0,5.0,0.0,0.0,0.0,True,bowled,,Karan KC
1450704,1,Scotland,J Jarvis,0.0,8.0,0.0,0.0,0.0,True,caught,,Gulsan Jha
1450704,1,Scotland,MA Jones,19.0,29.0,2.0,0.0,65.52,True,caught,,Aarif Sheikh
1450704,1,Scotland,MA Leask,14.0,17.0,2.0,0.0,82.35,True,lbw,,Karan KC
1450704,1,Scotland,MH Cross,15.0,36.0,0.0,0.0,41.67,True,lbw,,S Lamichhane
1450704,1,Scotland,MRJ Watt,34.0,41.0,0.0,3.0,82.93,True,bowled,,Sompal Kami
1450704,1,Scotland,RD Berrington,19.0,45.0,2.0,0.0,42.22,True,caught,,Gulsan Jha
1450704,2,Nepal,AK Sah,13.0,21.0,0.0,1.0,61.9,True,lbw,,BJ McMullen
1450704,2,Nepal,Aarif Sheikh,51.0,43.0,8.0,0.0,118.6,False,not out,['-'],
1450704,2,Nepal,Aasif Sheikh,21.0,34.0,1.0,0.0,61.76,True,bowled,,MRJ Watt
1450704,2,Nepal,Gulsan Jha,25.0,32.0,3.0,1.0,78.12,False,not out,['-'],
1450704,2,Nepal,K Bhurtel,25.0,35.0,2.0,0.0,71.43,True,lbw,,J Jarvis
1450704,2,Nepal,Kushal Malla,7.0,18.0,0.0,0.0,38.89,True,lbw,,BJ Currie
1450704,2,Nepal,RK Paudel,1.0,3.0,0.0,0.0,33.33,True,caught,,BJ McMullen
1450704,2,Nepal,DS Airee,,,,,,False,DNB,,
1450704,2,Nepal,Sompal Kami,,,,,,False,DNB,,
1450704,2,Nepal,Karan KC,,,,,,False,DNB,,
1450704,2,Nepal,S Lamichhane,,,,,,False,DNB,,
1450705,1,Scotland,ARI Umeed,18.0,18.0,2.0,1.0,100.0,True,caught,,SN Netravalkar
1450705,1,Scotland,BJ McMullen,151.0,143.0,11.0,6.0,105.59,True,bowled,,Jasdeep Singh
1450705,1,Scotland,C Tear,51.0,89.0,2.0,1.0,57.3,True,caught and bowled,,NP Kenjige
1450705,1,Scotland,MA Jones,12.0,13.0,1.0,0.0,92.31,True,caught,,SN Netravalkar
1450705,1,Scotland,MA Leask,33.0,12.0,0.0,4.0,275.0,False,not out,['-'],
1450705,1,Scotland,MRJ Watt,5.0,2.0,1.0,0.0,250.0,False,not out,['-'],
1450705,1,Scotland,RD Berrington,26.0,29.0,2.0,1.0,89.66,True,caught,,Jasdeep Singh
1450705,2,United States of America,Harmeet Singh,14.0,14.0,1.0,1.0,100.0,True,stumped,,MA Leask
1450705,2,United States of America,Jasdeep Singh,1.0,5.0,0.0,0.0,20.0,True,caught,,J Jarvis
1450705,2,United States of America,MD Patel,52.0,46.0,7.0,0.0,113.04,True,caught,,J Jarvis
1450705,2,United States of America,NP Kenjige,2.0,2.0,0.0,0.0,100.0,False,not out,['-'],
1450705,2,United States of America,SC van Schalkwyk,0.0,3.0,0.0,0.0,0.0,True,lbw,,BJ Currie
1450705,2,United States of America,SJ Modani,25.0,46.0,3.0,0.0,54.35,True,caught,,MRJ Watt
1450705,2,United States of America,SN Netravalkar,4.0,5.0,1.0,0.0,80.0,True,bowled,,J Jarvis
1450705,2,United States of America,SP Krishnamurthi,49.0,54.0,7.0,0.0,90.74,True,caught,,BJ McMullen
1450705,2,United States of America,SR Mukkamalla,10.0,16.0,0.0,0.0,62.5,True,bowled,,MRJ Watt
1450705,2,United States of America,Shayan Jahangir,9.0,14.0,2.0,0.0,64.29,True,bowled,,BJ Currie
1450705,2,United States of America,Utkarsh Srivastava,67.0,65.0,6.0,1.0,103.08,True,caught,,J Jarvis
1450705,1,Scotland,MH Cross,,,,,,False,DNB,,
1450705,1,Scotland,BTJ Wheal,,,,,,False,DNB,,
1450705,1,Scotland,J Jarvis,,,,,,False,DNB,,
1450705,1,Scotland,BJ Currie,,,,,,False,DNB,,
1450706,1,United States of America,Aaron Jones,26.0,20.0,5.0,0.0,130.0,True,caught,,S Lamichhane
1450706,1,United States of America,Harmeet Singh,59.0,45.0,3.0,3.0,131.11,True,caught,,Gulsan Jha
1450706,1,United States of America,MD Patel,67.0,84.0,5.0,1.0,79.76,True,caught,,S Lamichhane
1450706,1,United States of America,SC van Schalkwyk,7.0,12.0,0.0,0.0,58.33,True,caught,,Sompal Kami
1450706,1,United States of America,SP Krishnamurthi,15.0,22.0,2.0,0.0,68.18,True,caught,,K Bhurtel
1450706,1,United States of America,SR Mukkamalla,75.0,88.0,4.0,1.0,85.23,True,caught,,Gulsan Jha
1450706,1,United States of America,Shayan Jahangir,10.0,24.0,1.0,0.0,41.67,True,caught and bowled,,Gulsan Jha
1450706,1,United States of America,Utkarsh Srivastava,8.0,10.0,0.0,0.0,80.0,True,caught,,Sompal Kami
1450706,2,Nepal,AK Sah,52.0,80.0,4.0,1.0,65.0,True,caught,,NP Kenjige
1450706,2,Nepal,Aarif Sheikh,21.0,13.0,0.0,2.0,161.54,True,caught,,SN Netravalkar
1450706,2,Nepal,Aasif Sheikh,6.0,4.0,1.0,0.0,150.0,True,bowled,,Jasdeep Singh
1450706,2,Nepal,DS Airee,31.0,39.0,1.0,1.0,79.49,True,caught and bowled,,SN Netravalkar
1450706,2,Nepal,Gulsan Jha,12.0,16.0,0.0,0.0,75.0,True,bowled,,SN Netravalkar
1450706,2,Nepal,K Bhurtel,29.0,53.0,2.0,1.0,54.72,True,bowled,,Harmeet Singh
1450706,2,Nepal,Karan KC,5.0,5.0,1.0,0.0,100.0,False,not out,['-'],
1450706,2,Nepal,Kushal Malla,33.0,54.0,1.0,1.0,61.11,True,caught,,SC van Schalkwyk
1450706,2,Nepal,RK Paudel,1.0,8.0,0.0,0.0,12.5,True,lbw,,NP Kenjige
1450706,2,Nepal,S Lamichhane,2.0,3.0,0.0,0.0,66.67,True,caught,,SN Netravalkar
1450706,2,Nepal,Sompal Kami,46.0,27.0,4.0,2.0,170.37,True,caught,,SC van Schalkwyk
1450706,1,United States of America,Jasdeep Singh,,,,,,False,DNB,,
1450706,1,United States of America,NP Kenjige,,,,,,False,DNB,,
1450706,1,United States of America,SN Netravalkar,,,,,,False,DNB,,
1450707,1,Nepal,AK Sah,10.0,21.0,2.0,0.0,47.62,True,lbw,,BJ Currie
1450707,1,Nepal,Aasif Sheikh,9.0,15.0,2.0,0.0,60.0,False,not out,['-'],
1450707,1,Nepal,K Bhurtel,0.0,3.0,0.0,0.0,0.0,False,not out,['-'],
1450707,1,Nepal,RK Paudel,,,,,,False,DNB,,
1450707,1,Nepal,LN Rajbanshi,,,,,,False,DNB,,
1450707,1,Nepal,Aarif Sheikh,,,,,,False,DNB,,
1450707,1,Nepal,DS Airee,,,,,,False,DNB,,
1450707,1,Nepal,Gulsan Jha,,,,,,False,DNB,,
1450707,1,Nepal,Sompal Kami,,,,,,False,DNB,,
1450707,1,Nepal,S Lamichhane,,,,,,False,DNB,,
1450707,1,Nepal,R Dhakal,,,,,,False,DNB,,
1451817,1,West Indies,A Athanaze,10.0,20.0,0.0,0.0,50.0,True,stumped,,PWH de Silva
1451817,1,West Indies,BA King,14.0,27.0,2.0,0.0,51.85,True,bowled,,PWH de Silva
1451817,1,West Indies,KU Carty,37.0,58.0,1.0,1.0,63.79,True,caught,,KIC Asalanka
1451817,1,West Indies,RL Chase,33.0,34.0,4.0,0.0,97.06,False,not out,['-'],
1451817,1,West Indies,SD Hope,5.0,13.0,0.0,0.0,38.46,True,lbw,,JDF Vandersay
1451817,1,West Indies,SE Rutherford,74.0,82.0,5.0,3.0,90.24,False,not out,['-'],
1451817,2,Sri Lanka,BKG Mendis,13.0,8.0,3.0,0.0,162.5,True,caught,,AS Joseph
1451817,2,Sri Lanka,J Liyanage,18.0,18.0,1.0,1.0,100.0,False,not out,['-'],
1451817,2,Sri Lanka,KIC Asalanka,77.0,72.0,8.0,3.0,106.94,True,lbw,,G Motie
1451817,2,Sri Lanka,KNM Fernando,69.0,55.0,7.0,1.0,125.45,True,caught,,G Motie
1451817,2,Sri Lanka,PHKD Mendis,30.0,21.0,3.0,1.0,142.86,False,not out,['-'],
1451817,2,Sri Lanka,S Samarawickrama,18.0,12.0,3.0,0.0,150.0,True,bowled,,G Motie
1451817,2,Sri Lanka,WIA Fernando,5.0,7.0,1.0,0.0,71.43,True,caught,,AS Joseph
1451817,1,West Indies,R Shepherd,,,,,,False,DNB,,
1451817,1,West Indies,HR Walsh,,,,,,False,DNB,,
1451817,1,West Indies,G Motie,,,,,,False,DNB,,
1451817,1,West Indies,JNT Seales,,,,,,False,DNB,,
1451817,1,West Indies,AS Joseph,,,,,,False,DNB,,
1451817,2,Sri Lanka,PWH de Silva,,,,,,False,DNB,,
1451817,2,Sri Lanka,DN Wellalage,,,,,,False,DNB,,
1451817,2,Sri Lanka,JDF Vandersay,,,,,,False,DNB,,
1451817,2,Sri Lanka,AM Fernando,,,,,,False,DNB,,
1451818,1,West Indies,A Athanaze,1.0,3.0,0.0,0.0,33.33,True,bowled,,M Theekshana
1451818,1,West Indies,AS Joseph,1.0,4.0,0.0,0.0,25.0,True,bowled,,PWH de Silva
1451818,1,West Indies,BA King,16.0,18.0,3.0,0.0,88.89,True,caught and bowled,,AM Fernando
1451818,1,West Indies,G Motie,50.0,63.0,6.0,0.0,79.37,False,not out,['-'],
1451818,1,West Indies,HR Walsh,1.0,7.0,0.0,0.0,14.29,True,bowled,,M Theekshana
1451818,1,West Indies,JNT Seales,5.0,7.0,1.0,0.0,71.43,True,caught and bowled,,PWH de Silva
1451818,1,West Indies,KU Carty,6.0,14.0,1.0,0.0,42.86,True,bowled,,M Theekshana
1451818,1,West Indies,R Shepherd,4.0,2.0,1.0,0.0,200.0,True,caught,,PWH de Silva
1451818,1,West Indies,RL Chase,8.0,14.0,0.0,0.0,57.14,True,bowled,,PWH de Silva
1451818,1,West Indies,SD Hope,5.0,6.0,0.0,0.0,83.33,True,bowled,,AM Fernando
1451818,1,West Indies,SE Rutherford,80.0,82.0,7.0,4.0,97.56,True,caught,,AM Fernando
1451818,2,Sri Lanka,BKG Mendis,3.0,13.0,0.0,0.0,23.08,True,bowled,,G Motie
1451818,2,Sri Lanka,J Liyanage,24.0,34.0,2.0,1.0,70.59,True,run out,,A Athanaze
1451818,2,Sri Lanka,KIC Asalanka,62.0,62.0,7.0,1.0,100.0,False,not out,['-'],
1451818,2,Sri Lanka,KNM Fernando,38.0,44.0,6.0,0.0,86.36,True,bowled,,AS Joseph
1451818,2,Sri Lanka,PHKD Mendis,11.0,16.0,0.0,0.0,68.75,False,not out,['-'],
1451818,2,Sri Lanka,S Samarawickrama,38.0,51.0,6.0,0.0,74.51,True,caught,,RL Chase
1451818,2,Sri Lanka,WIA Fernando,9.0,12.0,1.0,0.0,75.0,True,caught,,AS Joseph
1451818,2,Sri Lanka,PWH de Silva,,,,,,False,DNB,,
1451818,2,Sri Lanka,DN Wellalage,,,,,,False,DNB,,
1451818,2,Sri Lanka,M Theekshana,,,,,,False,DNB,,
1451818,2,Sri Lanka,AM Fernando,,,,,,False,DNB,,
1451819,1,Sri Lanka,BKG Mendis,56.0,22.0,9.0,1.0,254.55,False,not out,['-'],
1451819,1,Sri Lanka,KIC Asalanka,6.0,3.0,0.0,1.0,200.0,True,caught,,SE Rutherford
1451819,1,Sri Lanka,P Nissanka,56.0,62.0,8.0,1.0,90.32,True,run out,,AS Joseph
1451819,1,Sri Lanka,PHKD Mendis,0.0,1.0,0.0,0.0,0.0,False,not out,['-'],
1451819,1,Sri Lanka,WIA Fernando,34.0,51.0,4.0,1.0,66.67,True,caught and bowled,,RL Chase
1451819,2,West Indies,BA King,16.0,20.0,2.0,0.0,80.0,True,caught,,AM Fernando
1451819,2,West Indies,E Lewis,102.0,61.0,9.0,4.0,167.21,False,not out,['-'],
1451819,2,West Indies,SD Hope,22.0,29.0,0.0,1.0,75.86,True,caught,,D Madushanka
1451819,2,West Indies,SE Rutherford,50.0,26.0,4.0,3.0,192.31,False,not out,['-'],
1451819,1,Sri Lanka,S Samarawickrama,,,,,,False,DNB,,
1451819,1,Sri Lanka,J Liyanage,,,,,,False,DNB,,
1451819,1,Sri Lanka,PWH de Silva,,,,,,False,DNB,,
1451819,1,Sri Lanka,M Theekshana,,,,,,False,DNB,,
1451819,1,Sri Lanka,AM Fernando,,,,,,False,DNB,,
1451819,1,Sri Lanka,D Madushanka,,,,,,False,DNB,,
1451819,2,West Indies,KU Carty,,,,,,False,DNB,,
1451819,2,West Indies,AS Joseph,,,,,,False,DNB,,
1451819,2,West Indies,J Andrew,,,,,,False,DNB,,
1451819,2,West Indies,G Motie,,,,,,False,DNB,,
1451819,2,West Indies,MW Forde,,,,,,False,DNB,,
1451819,2,West Indies,RL Chase,,,,,,False,DNB,,
1451819,2,West Indies,JNT Seales,,,,,,False,DNB,,
1456443,1,Sri Lanka,BKG Mendis,143.0,129.0,17.0,2.0,110.85,True,caught,,JA Duffy
1456443,1,Sri Lanka,J Liyanage,12.0,13.0,2.0,0.0,92.31,False,not out,['-'],
1456443,1,Sri Lanka,KIC Asalanka,40.0,30.0,3.0,2.0,133.33,True,caught,,JA Duffy
1456443,1,Sri Lanka,P Nissanka,12.0,11.0,3.0,0.0,109.09,True,caught,,JA Duffy
1456443,1,Sri Lanka,S Samarawickrama,5.0,4.0,0.0,0.0,125.0,True,caught,,MG Bracewell
1456443,1,Sri Lanka,WIA Fernando,100.0,115.0,9.0,2.0,86.96,True,caught,,IS Sodhi
1456443,2,New Zealand,GD Phillips,9.0,9.0,1.0,0.0,100.0,True,caught,,JDF Vandersay
1456443,2,New Zealand,HM Nicholls,6.0,6.0,1.0,0.0,100.0,True,bowled,,KIC Asalanka
1456443,2,New Zealand,IS Sodhi,0.0,1.0,0.0,0.0,0.0,True,bowled,,D Madushanka
1456443,2,New Zealand,JA Duffy,4.0,3.0,1.0,0.0,133.33,False,not out,['-'],
1456443,2,New Zealand,MG Bracewell,34.0,32.0,5.0,0.0,106.25,True,run out,,M Theekshana
1456443,2,New Zealand,MJ Hay,10.0,9.0,0.0,1.0,111.11,True,caught,,D Madushanka
1456443,2,New Zealand,MJ Santner,9.0,7.0,1.0,0.0,128.57,False,not out,['-'],
1456443,2,New Zealand,MS Chapman,2.0,5.0,0.0,0.0,40.0,True,caught,,KIC Asalanka
1456443,2,New Zealand,NG Smith,9.0,8.0,1.0,0.0,112.5,True,bowled,,D Madushanka
1456443,2,New Zealand,TB Robinson,35.0,38.0,4.0,0.0,92.11,True,stumped,,M Theekshana
1456443,2,New Zealand,WA Young,48.0,48.0,8.0,0.0,100.0,True,bowled,,M Theekshana
1456443,1,Sri Lanka,PHKD Mendis,,,,,,False,DNB,,
1456443,1,Sri Lanka,M Theekshana,,,,,,False,DNB,,
1456443,1,Sri Lanka,JDF Vandersay,,,,,,False,DNB,,
1456443,1,Sri Lanka,D Madushanka,,,,,,False,DNB,,
1456443,1,Sri Lanka,AM Fernando,,,,,,False,DNB,,
1456444,1,New Zealand,GD Phillips,15.0,22.0,1.0,0.0,68.18,True,caught,,KIC Asalanka
1456444,1,New Zealand,HM Nicholls,8.0,25.0,1.0,0.0,32.0,True,bowled,,M Theekshana
1456444,1,New Zealand,IS Sodhi,9.0,13.0,1.0,0.0,69.23,True,stumped,,M Theekshana
1456444,1,New Zealand,JA Duffy,4.0,8.0,1.0,0.0,50.0,False,not out,['-'],
1456444,1,New Zealand,MG Bracewell,0.0,4.0,0.0,0.0,0.0,True,caught,,AM Fernando
1456444,1,New Zealand,MJ Hay,49.0,63.0,4.0,0.0,77.78,True,caught,,M Theekshana
1456444,1,New Zealand,MJ Santner,6.0,15.0,0.0,0.0,40.0,True,caught,,JDF Vandersay
1456444,1,New Zealand,MS Chapman,76.0,81.0,7.0,3.0,93.83,True,caught,,AM Fernando
1456444,1,New Zealand,NG Smith,0.0,1.0,0.0,0.0,0.0,True,lbw,,JDF Vandersay
1456444,1,New Zealand,TB Robinson,4.0,4.0,1.0,0.0,100.0,True,bowled,,DN Wellalage
1456444,1,New Zealand,WA Young,26.0,41.0,3.0,0.0,63.41,True,stumped,,JDF Vandersay
1456444,2,Sri Lanka,BKG Mendis,74.0,104.0,6.0,0.0,71.15,False,not out,['-'],
1456444,2,Sri Lanka,DN Wellalage,18.0,17.0,3.0,0.0,105.88,True,caught,,MG Bracewell
1456444,2,Sri Lanka,J Liyanage,22.0,40.0,1.0,0.0,55.0,True,caught,,NG Smith
1456444,2,Sri Lanka,KIC Asalanka,13.0,12.0,2.0,0.0,108.33,True,caught,,MG Bracewell
1456444,2,Sri Lanka,M Theekshana,27.0,46.0,2.0,1.0,58.7,False,not out,['-'],
1456444,2,Sri Lanka,P Nissanka,28.0,33.0,4.0,0.0,84.85,True,caught,,MG Bracewell
1456444,2,Sri Lanka,PHKD Mendis,0.0,3.0,0.0,0.0,0.0,True,caught,,MG Bracewell
1456444,2,Sri Lanka,S Samarawickrama,8.0,17.0,0.0,0.0,47.06,True,caught,,GD Phillips
1456444,2,Sri Lanka,WIA Fernando,5.0,9.0,1.0,0.0,55.56,True,caught,,MJ Santner
1456444,2,Sri Lanka,JDF Vandersay,,,,,,False,DNB,,
1456444,2,Sri Lanka,AM Fernando,,,,,,False,DNB,,
1456445,1,New Zealand,HM Nicholls,46.0,51.0,4.0,0.0,90.2,False,not out,['-'],
1456445,1,New Zealand,TB Robinson,9.0,7.0,2.0,0.0,128.57,True,caught,,M Shiraz
1456445,1,New Zealand,WA Young,56.0,68.0,8.0,0.0,82.35,False,not out,['-'],
1456445,1,New Zealand,MS Chapman,,,,,,False,DNB,,
1456445,1,New Zealand,GD Phillips,,,,,,False,DNB,,
1456445,1,New Zealand,MJ Hay,,,,,,False,DNB,,
1456445,1,New Zealand,MG Bracewell,,,,,,False,DNB,,
1456445,1,New Zealand,MJ Santner,,,,,,False,DNB,,
1456445,1,New Zealand,ZGF Foulkes,,,,,,False,DNB,,
1456445,1,New Zealand,IS Sodhi,,,,,,False,DNB,,
1456445,1,New Zealand,AF Milne,,,,,,False,DNB,,
1457464,1,United Arab Emirates,A Sharma,7.0,20.0,0.0,0.0,35.0,True,caught,,Muzahir Raza
1457464,1,United Arab Emirates,Aayan Afzal Khan,16.0,45.0,0.0,1.0,35.56,True,caught,,S Shrivastava
1457464,1,United Arab Emirates,Ali Naseer,3.0,7.0,0.0,0.0,42.86,True,caught,,K Sonavale
1457464,1,United Arab Emirates,Basil Hameed,7.0,15.0,0.0,0.0,46.67,True,stumped,,Aamir Kaleem
1457464,1,United Arab Emirates,D Parashar,5.0,20.0,1.0,0.0,25.0,True,caught,,Shakeel Ahmed
1457464,1,United Arab Emirates,Junaid Siddique,2.0,12.0,0.0,0.0,16.67,False,not out,['-'],
1457464,1,United Arab Emirates,Muhammad Farooq,0.0,6.0,0.0,0.0,0.0,True,bowled,,Shakeel Ahmed
1457464,1,United Arab Emirates,R Chopra,0.0,7.0,0.0,0.0,0.0,True,bowled,,S Shrivastava
1457464,1,United Arab Emirates,V Aravind,28.0,42.0,3.0,0.0,66.67,True,bowled,,S Shrivastava
1457464,1,United Arab Emirates,V Sukumaran,9.0,24.0,0.0,0.0,37.5,True,bowled,,S Shrivastava
1457464,1,United Arab Emirates,Waseem Muhammad,44.0,57.0,0.0,4.0,77.19,True,caught,,Jay Odedra
1457464,2,Oman,AR Odedara,54.0,132.0,4.0,1.0,40.91,False,not out,['-'],
1457464,2,Oman,Aamir Kaleem,0.0,3.0,0.0,0.0,0.0,True,lbw,,Basil Hameed
1457464,2,Oman,Hammad Mirza,28.0,52.0,1.0,0.0,53.85,True,caught,,Aayan Afzal Khan
1457464,2,Oman,Jatinder Singh,9.0,21.0,0.0,0.0,42.86,True,caught,,D Parashar
1457464,2,Oman,K Sonavale,2.0,15.0,0.0,0.0,13.33,True,lbw,,D Parashar
1457464,2,Oman,Mohammad Nadeem,19.0,47.0,1.0,0.0,40.43,False,not out,['-'],
1457464,2,Oman,Sandeep Goud,,,,,,False,DNB,,
1457464,2,Oman,Shakeel Ahmed,,,,,,False,DNB,,
1457464,2,Oman,S Shrivastava,,,,,,False,DNB,,
1457464,2,Oman,Jay Odedra,,,,,,False,DNB,,
1457464,2,Oman,Muzahir Raza,,,,,,False,DNB,,
1457465,1,United Arab Emirates,Aayan Afzal Khan,6.0,6.0,1.0,0.0,100.0,True,lbw,,RE van der Merwe
1457465,1,United Arab Emirates,Ali Naseer,1.0,3.0,0.0,0.0,33.33,True,lbw,,A Dutt
1457465,1,United Arab Emirates,Basil Hameed,9.0,18.0,1.0,0.0,50.0,True,caught,,Shariz Ahmad
1457465,1,United Arab Emirates,D Parashar,50.0,48.0,3.0,2.0,104.17,False,not out,['-'],
1457465,1,United Arab Emirates,R Chopra,78.0,69.0,3.0,7.0,113.04,True,caught,,PA van Meekeren
1457465,1,United Arab Emirates,RN Bhatia,8.0,8.0,1.0,0.0,100.0,False,not out,['-'],
1457465,1,United Arab Emirates,T Suri,25.0,40.0,3.0,0.0,62.5,True,caught,,PA van Meekeren
1457465,1,United Arab Emirates,V Aravind,18.0,37.0,1.0,0.0,48.65,True,caught,,BFW de Leede
1457465,1,United Arab Emirates,V Sukumaran,19.0,51.0,1.0,0.0,37.25,True,stumped,,RE van der Merwe
1457465,1,United Arab Emirates,Waseem Muhammad,18.0,25.0,3.0,0.0,72.0,True,bowled,,T van der Gugten
1457465,2,Netherlands,A Dutt,2.0,12.0,0.0,0.0,16.67,True,caught and bowled,,Ali Naseer
1457465,2,Netherlands,BFW de Leede,66.0,88.0,5.0,1.0,75.0,True,lbw,,Junaid Siddique
1457465,2,Netherlands,M Levitt,12.0,10.0,1.0,1.0,120.0,True,bowled,,Junaid Siddique
1457465,2,Netherlands,MP O'Dowd,15.0,23.0,2.0,0.0,65.22,True,bowled,,D Parashar
1457465,2,Netherlands,NRJ Croes,2.0,14.0,0.0,0.0,14.29,True,bowled,,Ali Naseer
1457465,2,Netherlands,PA van Meekeren,3.0,5.0,0.0,0.0,60.0,True,lbw,,Aayan Afzal Khan
1457465,2,Netherlands,RE van der Merwe,10.0,14.0,1.0,0.0,71.43,True,bowled,,Ali Naseer
1457465,2,Netherlands,SA Edwards,51.0,57.0,3.0,1.0,89.47,True,lbw,,V Sukumaran
1457465,2,Netherlands,Shariz Ahmad,17.0,17.0,2.0,0.0,100.0,True,caught,,Junaid Siddique
1457465,2,Netherlands,T van der Gugten,22.0,24.0,2.0,0.0,91.67,False,not out,['-'],
1457465,2,Netherlands,Vikramjit Singh,7.0,27.0,1.0,0.0,25.93,True,caught,,Ali Naseer
1457465,1,United Arab Emirates,Junaid Siddique,,,,,,False,DNB,,
1457466,1,Netherlands,A Dutt,2.0,4.0,0.0,0.0,50.0,False,not out,['-'],
1457466,1,Netherlands,BFW de Leede,51.0,90.0,5.0,1.0,56.67,True,lbw,,Shakeel Ahmed
1457466,1,Netherlands,MP O'Dowd,7.0,13.0,1.0,0.0,53.85,True,lbw,,Shakeel Ahmed
1457466,1,Netherlands,NRJ Croes,29.0,43.0,1.0,0.0,67.44,True,bowled,,Wasim Ali
1457466,1,Netherlands,PA van Meekeren,1.0,5.0,0.0,0.0,20.0,True,lbw,,S Shrivastava
1457466,1,Netherlands,R Klein,3.0,8.0,0.0,0.0,37.5,True,bowled,,S Shrivastava
1457466,1,Netherlands,RE van der Merwe,1.0,8.0,0.0,0.0,12.5,True,caught,,Aamir Kaleem
1457466,1,Netherlands,SA Edwards,1.0,2.0,0.0,0.0,50.0,True,caught,,Aamir Kaleem
1457466,1,Netherlands,Shariz Ahmad,9.0,33.0,1.0,0.0,27.27,True,lbw,,Shakeel Ahmed
1457466,1,Netherlands,T van der Gugten,12.0,13.0,1.0,0.0,92.31,True,run out,,S Shrivastava
1457466,1,Netherlands,Vikramjit Singh,6.0,27.0,0.0,0.0,22.22,True,bowled,,Shakeel Ahmed
1457466,2,Oman,AR Odedara,27.0,60.0,3.0,1.0,45.0,True,bowled,,A Dutt
1457466,2,Oman,Hammad Mirza,8.0,12.0,0.0,0.0,66.67,False,not out,['-'],
1457466,2,Oman,Jatinder Singh,58.0,97.0,3.0,0.0,59.79,True,bowled,,RE van der Merwe
1457466,2,Oman,Wasim Ali,24.0,42.0,2.0,1.0,57.14,False,not out,['-'],
1457466,2,Oman,Aamir Kaleem,,,,,,False,DNB,,
1457466,2,Oman,Mohammad Nadeem,,,,,,False,DNB,,
1457466,2,Oman,Sandeep Goud,,,,,,False,DNB,,
1457466,2,Oman,Jay Odedra,,,,,,False,DNB,,
1457466,2,Oman,S Shrivastava,,,,,,False,DNB,,
1457466,2,Oman,Shakeel Ahmed,,,,,,False,DNB,,
1457466,2,Oman,Muzahir Raza,,,,,,False,DNB,,
1457467,1,United Arab Emirates,A Sharma,0.0,1.0,0.0,0.0,0.0,True,lbw,,Muzahir Raza
1457467,1,United Arab Emirates,Aayan Afzal Khan,0.0,1.0,0.0,0.0,0.0,True,bowled,,Shakeel Ahmed
1457467,1,United Arab Emirates,Ali Naseer,21.0,26.0,2.0,1.0,80.77,True,stumped,,Jay Odedra
1457467,1,United Arab Emirates,Basil Hameed,12.0,26.0,1.0,1.0,46.15,True,run out,,Aamir Kaleem
